어항명,보고서경도,보고서위도,경도,위도,주소,비고
대탄항,,,,,경상북도 영덕군 영덕읍 대탄리,
오보항,,,,,경상북도 영덕군 영덕읍 오보리,
금진1항,,,,,경상북도 영덕군 강구면 금진1리,
금진2항,,,,,경상북도 영덕군 강구면 금진2리,
삼사항,,,,,경상북도 영덕군 강구면 삼사리,
남호항,,,,,경상북도 영덕군 남정면 남호리,
원척항,,,,,경상북도 영덕군 남정면 원척리,
부흥항,,,,,경상북도 영덕군 남정면 부흥리,
경정3항,,,,,경상북도 영덕군 축산면 경정3리,
사진1항,,,,,경상북도 영덕군 영해면 사진1리,
사진3항,,,,,경상북도 영덕군 영해면 사진3리,
금곡항,,,,,경상북도 영덕군 병곡면 금곡리,
나곡항,,,,,경상북도 울진군 북면 나곡3리,
봉수항,,,,,경상북도 울진군 죽변면 죽변3리,
양정항,,,,,경상북도 울진군 울진읍 온양1리,
공세항,,,,,경상북도 울진군 울진읍 읍남3리,
산포항,,,,,경상북도 울진군 근남면 산포3리,
신망양항,,,,,경상북도 울진군 기성면 망양2리,
망양항,,,,,경상북도 울진군 기성면 망양2리,
봉산항,,,,,경상북도 울진군 기성면 봉산2리,
구암항,,,,,경상북도 울진군 평해읍 거일1리,
거일항,,,,,경상북도 울진군 평해읍 거일2리,
지경항,,,,,경상북도 울진군 후포면 금음4리,
구암항,,,,,경상북도 울릉군 서면 남서2리,
내수전항,,,,,경상북도 울릉군 울릉읍 저동3리,
석포항,,,,,경상북도 울릉군 북면 천부4리,
강사1리항,,,,,경상북도 포항시 남구 대보면 강사1리항,
석병2리항,,,,,경상북도 포항시 남구 구룡포읍 석병2리,
웅포항,,,,,경상북도 울릉군 북면 현포1리,
죽암항,,,,,경상북도 울릉군 북면 천부3리,
추산항,,,,,경상북도 울릉군 북면 추산리,
평리항,,,,,경상북도 울릉군 북면 현포2리,
학포항,,,,,경상북도 울릉군 서면 태하2리,
수정항,,,,,경상남도 창원시 구산면 수정리 229-1,
안녕항,,,,,경상남도 창원시 구산면 수정리91-27,
난포항,,,,,경상남도 창원시 구산면 난포리 288-9,
심리항,,,,,경상남도 창원시 구산면 심리 614-14,
용호항,,,,,경상남도 창원시 구산면 심리 767-12,
구복항,,,,,경상남도 창원시 구산면 구복리 96-6,
장구항,,,,,경상남도 창원시 구산면 구복리 189-10,
반동항,,,,,경상남도 창원시 구산면 반동리 611-5,
욱곡항,,,,,경상남도 창원시 구산면 내포리 780-4,
명주항,,,,,경상남도 창원시 구산면 석곡리 813-2,
군령항,,,,,경상남도 창원시 구산면 석곡리 708-5,
도만항,,,,,경상남도 창원시 진동면 다구리 136-6,
다구항,,,,,경상남도 창원시 진동면 다구리 460-5,
주도항,,,,,경상남도 창원시 진동면 요장리 226-4,
중촌항,,,,,경상남도 창원시 진동면 요장리 31-3,
선두항,,,,,경상남도 창원시 진동면 고현리 673-2,
장기항,,,,,경상남도 창원시 진동면 고현리 167-3,
율티항,,,,,경상남도 창원시 진동면 율티리 297-23,
창포항,,,,,경상남도 창원시 진동면 창포리 207-33,
소포항,,,,,경상남도 창원시 진동면 시락리 837-22,
정곡항,,,,,경상남도 창원시 진동면 시락리 452-1,
속천항,,,,,경상남도 창원시 안곡동 3-112,
장천항,,,,,경상남도 창원시 풍호동 782-32,
제덕항,,,,,경상남도 창원시 웅천동 167-9,
남양항,,,,,경상남도 창원시 웅동1동 324-14,
안성항,,,,,경상남도 창원시 웅동2동 464-4,
청천항,,,,,경상남도 창원시 청안동 454-2,
안골항,,,,,경상남도 창원시 웅동2동 525-2,
선촌항,,,,,경상남도 통영시 용남면 화삼리 선촌마을,
죽촌항,,,,,경상남도 통영시 용남면 원평리 죽촌마을,
적덕항,,,,,경상남도 통영시 광도면 덕포리 적덕마을,
마구촌항,,,,,경상남도 통영시 광도면 용호리 마구촌마을,
용호항,,,,,경상남도 통영시 광도면 용호리 용호마을,
중촌항,,,,,경상남도 통영시 광도면 안정리 중촌마을,
임내항,,,,,경상남도 통영시 광도면 안정리 임내마을,
임중항,,,,,경상남도 통영시 광도면 황리 임중마을,
신평항,,,,,경상남도 통영시 도산면 원산리 신평마을,
마상촌항,,,,,경상남도 통영시 도산면 오륜리 마상촌마을,
유촌항,,,,,경상남도 통영시 도산면 저산리 유촌마을,
잠포항,,,,,경상남도 통영시 도산면 법송리 잠포마을,
분진포항,,,,,경상남도 통영시 도산면 법송리 분진포마을,
외촌항,,,,,경상남도 통영시 도산면 오륜리 외촌마을,
구촌항,,,,,경상남도 통영시 도산면 수월리 구촌마을,
다시몰항,,,,,경상남도 통영시 산양읍 풍화리 다시몰마을,
벌포항,,,,,경상남도 통영시 산양읍 풍화리 벌포마을,
경포항,,,,,경상남도 통영시 산양읍 풍화리 경포마을,
향촌항,,,,,경상남도 통영시 산양읍 풍화리 향촌마을,
해란항,,,,,경상남도 통영시 산양읍 풍화리 해란마을,
함박항,,,,,경상남도 통영시 산양읍 풍화리 함박마을,
명지항,,,,,경상남도 통영시 산양읍 풍화리 명지마을,
상장항,,,,,경상남도 통영시 산양읍 풍화리 상장마을,
장월항,,,,,경상남도 통영시 산양읍 풍화리 장월마을,
답하항,,,,,경상남도 통영시 산양읍 신전리 답하마을,
봉전항,,,,,경상남도 통영시 산양읍 신전리 봉전마을,
신봉항,,,,,경상남도 통영시 산양읍 신전리 신봉마을,
수륙항,,,,,경상남도 통영시 산양읍 영운리 수륙마을,
세포항,,,,,경상남도 통영시 산양읍 남평리 세포마을,
대평항,,,,,경상남도 통영시 명정동 대평마을,
국치항,,,,,경상남도 통영시 인평동 국치마을,
갈목항,,,,,경상남도 통영시 인평동 갈목마을,
북신항,,,,,경상남도 통영시 북신동,
달아항,,,,,경상남도 통영시 산양읍 미남리 달아마을,
노전항,,,,,경상남도 통영시 도산면 도선리 노전마을,
저산항,,,,,경상남도 통영시 도산면 저산리 저산마을,
상양지항,,,,,경상남도 통영시 도산면 수월리 상양지마을,
하양지항,,,,,경상남도 통영시 도산면 수월리 하양지마을,
가오치항,,,,,경상남도 통영시 도산면 오륜리 가오치마을,
송계항,,,,,경상남도 통영시 도산면 법송리 송계마을,
좌진포항,,,,,경상남도 통영시 광도면 용호리 좌진포마을,
외간항,,,,,경상남도 거제시 거제면 내간리,
원주항,,,,,전라남도 고흥군 과역면 백일리,
진지항,,,,,전라남도 고흥군 과역면 백일리,
우도항,,,,,전라남도 고흥군 남양면 남양리,
지주도항,,,,,전라남도 보성군 벌교읍 장도리,
신갱이항,,,,,전라남도 보성군 벌교읍 장도리,
대촌항,,,,,전라남도 보성군 벌교읍 장도리,
부수항,,,,,전라남도 보성군 벌교읍 장도리,
해도항,,,,,전라남도 보성군 벌교읍 장도리,
오동항,,,,,전라남도 보성군 벌교읍 장도리,
노력항,126.96,34.46,,,전라남도 장흥군 회진면 덕산리 2038-31,
가우도항,,,,,전라남도 강진군 도암면 신기리,
상마항,,,,,전라남도 해남군 화산면 삼마리 산56,
중마항,,,,,전라남도 해남군 화산면 삼마리 산163,
하마항,,,,,전라남도 해남군 화산면 삼마리 산 306,
녹도항,,,,,전라남도 해남군 문내면 학동리 산 71-1,
임하항,,,,,전라남도 해남군 문내면 예락리 1339-5,
시하도항,,,,,전라남도 해남군 화원면 치하리 산19,
탄도항,,,,,전라남도 무안군 망운면 탄도리,
저도항,,,,,전라남도 무안군 해제면 송석리,
상낙월항,,,,,전라남도 영광군 낙월면 상낙월리,
하낙월항,,,,,전라남도 영광군 낙월면 하낙월리,
대각시항,,,,,전라남도 영광군 낙월면 임병리,
소각시항,,,,,전라남도 영광군 낙월면 임병리,
송이도항,,,,,전라남도 영광군 낙월면 송이리,
대각이항,,,,,전라남도 영광군 낙월면 각이리,
대석만항,,,,,전라남도 영광군 낙월면 석만리,
소석만항,,,,,전라남도 영광군 낙월면 석만리,
나리고지항,,,,,전라남도 신안군 도초면 수다리,
진리항,,,,,전라남도 신안군 흑산면 진리,
읍동항,,,,,전라남도 신안군 흑산면 진리,
마리항,,,,,전라남도 신안군 흑산면 마리,
비리항,,,,,전라남도 신안군 흑산면 비리,
곤촌항,,,,,전라남도 신안군 흑산면 곤촌리,
소사항,,,,,전라남도 신안군 흑산면 예리2구,
천촌항,,,,,전라남도 신안군 흑산면 예리3구,
청촌항,,,,,전라남도 신안군 흑산면 예리4구,
대목항,,,,,전라남도 신안군 흑산면 예리,
장도항,,,,,전라남도 신안군 흑산면 장도리,
다물도항,,,,,전라남도 신안군 흑산면 다물도리,
도목항,,,,,전라남도 신안군 흑산면 도목리,
수리항,,,,,전라남도 신안군 흑산면 수리,
오리항,,,,,전라남도 신안군 흑산면 오리,
오리뒤항,,,,,전라남도 신안군 흑산면 오리,
상태도항,,,,,전라남도 신안군 흑산면 태도리,
중태도항,,,,,전라남도 신안군 흑산면 태도리,
가거2항,,,,,전라남도 신안군 흑산면 가거도리,
가거3항,,,,,전라남도 신안군 흑산면 가거도리,
홍도2항,,,,,전라남도 신안군 흑산면 홍도리,
예리2항,,,,,전라남도 신안군 흑산면 예리,
홍도1항,,,,,전라남도 신안군 흑산면 홍도리,
웅곡항,,,,,전라남도 신안군 하의면 웅곡리,
거북바위항,,,,,전라남도 신안군 하의면 웅곡리,
세구미항,,,,,전라남도 신안군 하의면 어은리,
피섬항,,,,,전라남도 신안군 하의면 어은리,
봉도항,,,,,전라남도 신안군 하의면 오림리,
대당두항,,,,,전라남도 신안군 하의면 대리,
소당두항,,,,,전라남도 신안군 하의면 대리,
딴전월항,,,,,전라남도 신안군 하의면 후광리,
소포항,,,,,전라남도 신안군 하의면 후광리,
역구미항,,,,,전라남도 신안군 하의면 후광리,
개도항,,,,,전라남도 신안군 하의면 후광리,
장병도항,,,,,전라남도 신안군 하의면 후광리,
문병도항,,,,,전라남도 신안군 하의면 후광리,
능산항,,,,,전라남도 신안군 하의면 능산리,
장재도항,,,,,전라남도 신안군 하의면 능산리,
대야도항,,,,,전라남도 신안군 하의면 능산리,
신도항,,,,,전라남도 신안군 하의면 능산리,
옥도항,,,,,전라남도 신안군 하의면 옥도리,
당두항,,,,,전라남도 신안군 신의면 상태서리,
동면항,,,,,전라남도 신안군 신의면 상태서리,
기도항,,,,,전라남도 신안군 신의면 상태서리,
상동항,,,,,전라남도 신안군 신의면 상태서리,
납닥항,,,,,전라남도 신안군 신의면 상태서리,
곽도항,,,,,전라남도 진도군 조도 맹골리,
가사항,,,,,전라남도 진도군 조도 가사도리 돌목길 129-103,
궁항항,,,,,전라남도 진도군 조도 가사리 궁항길148,
돌목항,,,,,전라남도 진도군 조도 가사리,
주지항,,,,,전라남도 진도군 조도 가사리,
양덕항,,,,,전라남도 진도군 조도 가사리,
가사혈도항,,,,,전라남도 진도군 조도 가사리,
송도항,,,,,전라남도 진도군 조도 가사리,
광대도항,,,,,전라남도 진도군 조도 가사리,
벽파항,,,,,전라남도 진도군 고군면 벽파리,
가학항,,,,,전라남도 진도군 지산면 가학리,
어의항,,,,,전라남도 신안군 지도읍 어의리,
강변항,,,,,전라남도 신안군 지도읍 어의리,
포작항,,,,,전라남도 신안군 지도읍 어의리,
하탑항,,,,,전라남도 신안군 지도읍 탄동리,
탑선항,,,,,전라남도 신안군 지도읍 탄동리,
지신개항,,,,,전라남도 신안군 지도읍 당촌리,
당말항,,,,,전라남도 신안군 지도읍 당촌리,
선도항,,,,,전라남도 신안군 지도읍 선도리,
북촌항,,,,,전라남도 신안군 지도읍 선도리,
광암항,,,,,전라남도 신안군 증도면 증동리,
오산항,,,,,전라남도 신안군 증도면 방축리,
오산뒤항,,,,,전라남도 신안군 증도면 오산리,
나릿구지항,,,,,전라남도 신안군 증도면 방축리,
버지항,,,,,전라남도 신안군 증도면 대초리,
불치항,,,,,전라남도 신안군 증도면 우전리,
병풍항,,,,,전라남도 신안군 증도면 병풍리,
보기항,,,,,전라남도 신안군 증도면 병풍리,
대기점항,,,,,전라남도 신안군 증도면 병풍리,
소기점항,,,,,전라남도 신안군 증도면 병풍리,
소악항,,,,,전라남도 신안군 증도면 병풍리,
유지항,,,,,전라남도 신안군 증도면 대초리,
진리항,,,,,전라남도 신안군 임자면 진리,
수도항,,,,,전라남도 신안군 임자면 수도리,
하우항,,,,,전라남도 신안군 임자면 하우리,
목섬항,,,,,전라남도 신안군 자면 삼두리,
삼두항,,,,,전라남도 신안군 자면 삼두리,
현기미항,,,,,전라남도 신안군 자면 삼두리,
대머리항,,,,,전라남도 신안군 임자면 이흑암리,
신명항,,,,,전라남도 신안군 임자면 대기리,
남진항,,,,,전라남도 신안군 자은면 유각리,
욕지항,,,,,전라남도 신안군 자은면 욕지리,
고교항,,,,,자전라남도 신안군 은면 한운리,
한운항,,,,,자전라남도 신안군 은면 한운리,
당두항,,,,,전라남도 신안군 비금면 광대리,
사월포항,,,,,전라남도 신안군 자은면 고장리,
가산항,,,,,전라남도 신안군 비금면 가산리,
신창항,,,,,전라남도 신안군 비금면 죽림리,
관청동항,,,,,전라남도 신안군 비금면 수대리,
수치항,,,,,전라남도 신안군 비금면 수치리,
육동항,,,,,전라남도 진도군 조도 신육리 육동길13,
신전항,,,,,전라남도 진도군 조도 신육리 신전길23,
가어지항,,,,,전라남도 신안군 비금면 수치리,
내포항,,,,,전라남도 신안군 비금면 내월리,
수대항,,,,,전라남도 신안군 비금면 수대리,
죽도항,,,,,전라남도 신안군 도초면 지남리,
시목항,,,,,전라남도 신안군 도초면 오류리,
한산항,,,,,전라남도 신안군 도초면 죽련리,
죽련항,,,,,전라남도 신안군 도초면 죽련리,
언감포항,,,,,전라남도 신안군 도초면 고란리,
조진항,,,,,전라남도 신안군 도초면 이곡리,
소신항,,,,,전라남도 신안군 도초면 이곡리,
매실항,,,,,전라남도 신안군 도초면 수다리,
동진개항,,,,,경상남도 거제시 장목면 구영리,
임호항,,,,,경상남도 거제시 장목면 농소리,
신촌항,,,,,경상남도 거제시 장목면 송진포리,
매동항,,,,,경상남도 거제시 장목면 장목리,
군항포항,,,,,경상남도 거제시 장목면 장목리,
해안항,,,,,경상남도 거제시 하청면 덕곡리,
와항항,,,,,경상남도 거제시 하청면 실전리,
실전항,,,,,경상남도 거제시 하청면 실전리,
실리도항,,,,,경상남도 창원시 구산면 심리 1-84,
저도항,,,,,경상남도 창원시 구산면 구복리 337-7,
송도항,,,,,경상남도 창원시 진동면 진동리 1024,
맹골항,,,,,전라남도 진도군 조도 맹골리 맹골도길24-4,
맹골죽도항,,,,,전라남도 진도군 조도 맹골리 맹골죽도길33,
양도항,,,,,경상남도 창원시 진동면 고현리 929,
수우도항,,,,,경상남도 창원시 진동면 요장리 198-4,
연도항,,,,,경상남도 창원시 연도동 176-1,
읍도항,,,,,경상남도 통영시 도산면 오륜리 읍도마을,
입도항,,,,,경상남도 통영시 광도면 덕포리 입도마을,
해간항,,,,,경상남도 통영시 용남면 장평리 해간마을,
오곡항,,,,,경상남도 통영시 산양읍 연곡리 오곡마을,
송도항,,,,,경상남도 통영시 산양읍 저림리 송도마을,
만지항,,,,,경상남도 통영시 산양읍 저림리 만지마을,
대웅포항,,,,,경상남도 통영시 산양읍 오비리 대웅포마을,
소웅포항,,,,,경상남도 통영시 산양읍 오비리 소웅포마을,
사당개항,,,,,경상남도 통영시 산양읍 오비리 사당개마을,
외박골항,,,,,경상남도 통영시 산양읍 오비리 외박골마을,
목박치항,,,,,경상남도 통영시 산양읍 오비리 목박치항,
사금항,,,,,경상남도 통영시 사량면 금평리 사금마을,
은포항,,,,,경상남도 통영시 사량면 양지리 은포마을,
사포항,,,,,경상남도 통영시 사량면 양지리 사포마을,
통포항,,,,,경상남도 통영시 사량면 양지리 통포마을,
통단항,,,,,경상남도 통영시 욕지면 동항리 통단마을,
노적항,,,,,경상남도 통영시 욕지면 동항리 노적마을,
대송항,,,,,경상남도 통영시 욕지면 동항리 대송마을,
청사항,,,,,경상남도 통영시 욕지면 동항리 청사마을,
목과항,,,,,경상남도 통영시 욕지면 동항리 목과마을,
봉도항,,,,,경상남도 통영시 욕지면 동항리 봉도마을,
유동항,,,,,경상남도 통영시 욕지면 서산리 유동마을,
덕동항,,,,,경상남도 통영시 욕지면 서산리 덕동마을,
도동항,,,,,경상남도 통영시 욕지면 서산리 도동마을,
갈도항,,,,,경상남도 통영시 욕지면 서산리 갈도마을,
산등항,,,,,경상남도 통영시 욕지면 노대리 산등마을,
납도항,,,,,경상남도 통영시 욕지면 노대리 납도마을,
우도항,,,,,경상남도 통영시 욕지면 연화리 우도마을,
동두항,,,,,경상남도 통영시 욕지면 연화리 동두마을,
죽전항,,,,,경상남도 통영시 한산면 하소리 죽전마을,
하소항,,,,,경상남도 통영시 한산면 하소리 하소마을,
진두항,,,,,경상남도 통영시 한산면 하소리 진두마을,
의암항,,,,,경상남도 통영시 한산면 하소리 의암마을,
비산도항,,,,,경상남도 통영시 한산면 염호리 비산도마을,
대고포항,,,,,경상남도 통영시 한산면 염호리 대고포마을,
장곡항,,,,,경상남도 통영시 한산면 창좌리 장곡마을,
창동항,,,,,경상남도 통영시 한산면 창좌리 창동마을,
입정포항,,,,,경상남도 통영시 한산면 창좌리 입정포마을,
문어포항,,,,,경상남도 통영시 한산면 두억리 문어포마을,
의항항,,,,,경상남도 통영시 한산면 두억리 의항항,
외항항,,,,,경상남도 통영시 한산면 비진리 외항마을,
소매물도항,,,,,경상남도 통영시 한산면 매죽리 소매물도마을,
장사도항,,,,,경상남도 통영시 한산면 매죽리 장사마을,
가왕도항,,,,,경상남도 통영시 한산면 매죽리 가왕마을,
대항항,,,,,경상남도 통영시 한산면 매죽리 대항마을,
저도항,,,,,경상남도 통영시 산양읍 연곡리 저도마을,
하리항,,,,,경상남도 통영시 욕지면 노대리 하노대마을,
탄항항,,,,,경상남도 통영시 욕지면 노대리 탄항마을,
남구항,,,,,경상남도 통영시 욕지면 두미리 남구마을,
북구항,,,,,경상남도 통영시 욕지면 두미리 북구마을,
죽도항,,,,,경상남도 통영시 한산면 매죽리 죽도마을,
추원항,,,,,경상남도 통영시 한산면 추봉리 추원마을,
예곡항,,,,,경상남도 통영시 한산면 추봉리 예곡마을,
자란도항,,,,,경상남도 고성군 하일면 송천리,
와도항,,,,,경상남도 고성군 삼산면 두포리,
수원항,,,,,제주특별자치도 제주시 한림읍 한림해안로,
보목항,,,,,제주특별자치도 서귀포시 보목동,
하예항,,,,,제주특별자치도 서귀포시 하예동,
일과항,,,,,제주특별자치도 서귀포시 대정읍 일과2리,
동일항,,,,,제주특별자치도 서귀포시 대정읍 동일1리,
하례항,,,,,제주특별자치도 서귀포시 남원읍 하례1리,
신례항,,,,,제주특별자치도 서귀포시 남원읍 신례2리,
상진항,127.41,34.82,127.411603,34.814846,전라남도 보성군 벌교읍 장암길 411,상진항
서도항,127.29,34.05,127.296954,34.054264,전라남도 여수시 삼산면 장덕로 334,서도항
서상항,127.83,34.81,127.832347,34.809433,경상남도 남해군 서면 남서대로 1687번길 28-12,서상항
서성항,127,34.34,126.996186,34.336531,전라남도 완도군 생일면 생일로 641,서성항
선두항,126.5,37.6,126.495032,37.59797,인천광역시 강화군 길상면 해안남로619번길 24,선두항
선소항,127.91,34.85,127.914526,34.846956,경상남도 남해군 남해읍 선소로 165번길 18-10 ,선소항
선유도항,126.42,35.81,126.416838,35.8107,전라북도 군산시 옥도면 선유북길 31,선유도항
설도항,126.38,35.21,126.374957,35.21098,전라남도 영광군 염산면 향화로5길 21-9,설도항
성두항,127.78,34.59,127.781805,34.58756,전라남도 여수시 돌산읍 성두길 20-11,성두항
성등포항,126.02,34.32,126.019652,34.322287,전라남도 진도군 조도면 섬등포길 81-5,성등포항
성천항,126.5,35.65,126.498687,35.654658,전라북도 부안군 변산면 성천길 7-16,성천항
성포항,128.52,34.92,128.524888,34.921298,경상남도 거제시 사등면 성포로 3길 16 ,성포항
세포항,127.63,34.63,127.628255,34.630714,전라남도 여수시 화양면 세포당머리길 28-8,세포항
세화항,126.86,33.53,126.856289,33.528901,제주특별자치도 제주시 구좌읍 세화리 1500-65,세화항
소돌항,128.83,37.9,128.830367,37.904338,강원도 강릉시 주문진읍 해안로 1960,소돌항
소연평항,125.71,37.61,125.708501,37.612593,인천광역시 옹진군 연평면 소연평로19번길 5-32,소연평항
소우이도항,125.87,34.61,125.871748,34.609959,전라남도 신안군 도초면 서우이길 25,소우이도항
소율항,127.8,34.6,127.804585,34.596296,전라남도 여수시 돌산읍 소율길 34,소율항
손죽항,127.36,34.29,127.361106,34.289652,전라남도 여수시 삼산면 손죽길 13,손죽항
송석항,126.63,36.07,126.620897,36.076642,충청남도 서천군 마서면 와석길18번길 30-1,송석항
송정항,129.21,35.18,129.206614,35.180509,부산광역시 해운대구 송정해변로 1-19,송정항
송평항,126.48,34.43,126.48287,34.42574,전라남도 해남군 화산면 송계길 48-74,송평항
송포항,126.53,35.67,126.526269,35.675301,전라북도 부안군 변산면 송포길 69,송포항
송포항,128.64,35.01,128.641629,35.012737,경상남도 거제시 하청면 대곡5길 35 ,송포항
송호항,126.52,34.32,126.515438,34.315587,전라남도 해남군 송지면 땅끝해안로 1796-28,송호항
수대항,125.93,34.72,125.937607,34.720996,전라남도 신안군 비금면 송치길 161,수대항
수문항,127.03,34.63,127.031239,34.630722,전라남도 장흥군 안양면 수문1길 58,수문항
수월항,128.33,34.88,128.327117,34.883202,경상남도 통영시 도산면 도산일주로 1190-65 ,수월항
수치항,128.7,35.11,128.70346,35.105547,경상남도 창원시 진해구 행암로 362번길 66 ,수치항
술상항,127.92,34.99,127.922771,34.989336,경상남도 하동군 진교면 술상길 189,술상항
시락항,128.44,35.07,128.441057,35.07161,경상남도 창원시 마산합포구 진전면 회진로 1024-1 ,시락항
시방항,128.71,34.96,128.71,34.964997,경상남도 거제시 장목면 시방2길 34-1 ,시방항
식도항,126.29,35.63,126.286641,35.623315,전라북도 부안군 위도면 중선넘길 5,식도항
신남항,129.33,37.27,129.327965,37.265492,강원도 삼척시 원덕읍 삼척로 1852-6,신남항
신암항,129.23,35.22,129.223963,35.214336,부산광역시 기장군 기장읍 연화1길 184,신암항
신암항,129.33,35.35,129.326493,35.347073,울산광역시 울주군 서생면 신암해안길 39-1,신암항
신양항,126.33,33.94,126.33,33.94,제주특별자치도 제주시 추자면 추자로 576-15 ,신양항
신창항,126.18,33.35,126.179575,33.348297,제주특별자치도 제주시 한경면 신창3길 12 ,신창항
신천항,126.86,33.34,126.856458,33.340262,제주특별자치도 서귀포시 성산읍 신천서로 87,신천항
신흥항,126.91,34.19,126.908877,34.184742,전라남도 완도군 청산면 청산로 685,신흥항
심리항,125.4,34.65,125.396564,34.652002,전라남도 신안군 흑산면 심리길 2,심리항
쌍근항,128.58,34.76,128.585847,34.7626,경상남도 거제시 남부면 남부해안로 1036 ,쌍근항
어불항,126.48,34.34,126.475554,34.33733,전라남도 해남군 송지면 어불길 20,어불항
어사항,126.47,36.55,126.464628,36.550372,충청남도 홍성군 서부면 남당항로361번길 9-3,어사항
어은돌항,126.13,36.75,126.127396,36.75128,충청남도 태안군 소원면 연들길 109-18,어은돌항
연대항,128.39,34.74,128.395299,34.737171,경상남도 통영시 산양읍 연대길 4 ,연대항
연명항,128.4,34.78,128.39584,34.778387,경상남도 통영시 산양읍 연명길 30 ,연명항
연소항,127.12,34.45,127.117472,34.444956,전라남도 고흥군 금산면 연소윗길 54-13,연소항
연화항,128.35,34.65,128.350904,34.649722,경상남도 통영시 욕지면 본촌길 11 ,연화항
염포항,127.49,34.42,127.492079,34.424888,전라남도 고흥군 봉래면 우주로 3955,염포항
서근항,127,34,,,경상남도 하동군 금성면 갈사리 1233,
영목항,126.43,36.4,126.427505,36.399108,충청남도 태안군 고남면 영목항로 72,영목항
영산항,125.47,34.65,125.464814,34.651729,전라남도 신안군 흑산면 영산길 20,영산항
영운항,128.43,34.8,128.4335,34.800336,경상남도 통영시 산양읍 이운길 101 ,영운(이운)
평산2항,127,34,,,경상남도 남해군 남면 평산리 1947-3,
수원늘항,127,34,,,경상남도 남해군 설천면 문의리 1386-5,
왕지항,127,34,,,경상남도 남해군 설천면 문의리 1046-3,
고현항,127,34,,,경상남도 남해군 고현면 갈화리 162-8,
가인포항,128,34,,,경상남도 남해군 미조면 송정리 16-20,
소량항,127,34,,,경상남도 남해군 상주면 양아리 770,
복병항,128,34,,,경상남도 남해군 삼동면 금송리 142-8,
고순항,127,34,,,경상남도 남해군 창선면 율도리 770-11,
언포항,128,34,,,경상남도 남해군 창선면 가인리 176-6,
진목항,127,34,,,경상남도 남해군 설천면 진목리 77-10,
서갈화항,127,34,,,경상남도 남해군 고현면 갈화리 217-6,
작장항,127,34,,,경상남도 남해군 서면 작장리 1496-2,
상남항,127,34,,,경상남도 남해군 서면 작장리 915-3,
동비항,127,34,,,경상남도 남해군 설천면 비란리 1197-8,
고사항,127,34,,,경상남도 남해군 설천면 진목리 19-5,
보천항,127,34,,,경상남도 남해군 창선면 서대리 1071-5,
고두항,128,34,,,경상남도 남해군 창선면 가인리 205-9,
가인항,128,34,,,경상남도 남해군 창선면 가인리 153-2,
대곡항,128,34,,,경상남도 남해군 창선면 진동리 787-5,
서대항,127,34,,,경상남도 남해군 창선면 서대리 1064-4,
식포항,128,34,,,경상남도 남해군 창선면 가인리 175,
후리망골항,128,34,,,경상남도 남해군 창선면 대벽리 825-10,
모천항,127,34,,,경상남도 남해군 설천면 문항리 693-6,
이어항,127,34,,,경상남도 남해군 고현면 이어리 157-7,
도마항,127,34,,,경상남도 남해군 고현면 도마리 147-11,
예계항,127,34,,,경상남도 남해군 서면 서상리 1608-4,
당항항,128,34,,,경상남도 남해군 창선면 당항리 246-4,
북섬항,127,34,,,경상남도 남해군 삼동면 영지리 1873-3,
와현항,127,34,,,경상남도 남해군 삼동면 지족리 1036-3,
대지포항,128,34,,,경상남도 남해군 삼동면 물건리 1044-2,
고잔항,127,34,,,경상남도 남해군 삼동면 영지리 2764-2,
송남항,128,34,,,경상남도 남해군 미조면 송정리 1034-6,
숙호항,127,34,,,경상남도 남해군 남면 석교리 386,
덕월항,127,34,,,경상남도 남해군 남면 덕월리 308-2,
두곡항,127,34,,,경상남도 남해군 남면 당항리 31-6,
가천항,127,34,,,경상남도 남해군 남면 홍현리 189-4,
대량항,127,34,,,경상남도 남해군 상주면 양아리 911-3,
고모항,127,34,,,경상남도 남해군 이동면 초음리 80-2,
초양항,127,34,,,경상남도 남해군 이동면 초음리 739-5,
토촌항,127,34,,,경상남도 남해군 남해읍 토촌리 388-1,
섬호항,127,34,,,경상남도 남해군 남해읍 입현리 370-1,
심천항,127,34,,,경상남도 남해군 남해읍 심천리 45-3,
노도항,127,34,,,경상남도 남해군 상주면 양아리 1968-4,
조도항,128,34,,,경상남도 남해군 미조면 미조리 1029-10,
호도항,128,34,,,경상남도 남해군 미조리 미조리 1092-1,
대치항,127,34,,,경상남도 하동군 금남면 대치리 6-4,
송문항,127,34,,,경상남도 하동군 금남면 송문리 825-6,
명덕항,127,34,,,경상남도 하동군 금성면 가덕리 산 6-3,
내도항,127,34,,,경상남도 하동군 금성면 갈사리 1233-1 ,
연막항,127,34,,,경상남도 하동군 금성면 갈사리 1234,
나팔항,127,34,,,경상남도 하동군 금성면 갈사리 1240-1,
고포항,127,34,,,경상남도 하동군 금성면 갈사리 925-6,
양포항,127,35,,,경상남도 하동군 진교면 양포리 38-26,
대도항,127,34,,,경상남도 하동군 금남면 대도리 201-5,
귀덕2항,126,33,,,제주특별자치도 제주시 한림읍 한림해안로 630,
용운동항,126,33,,,제주특별자치도 제주시 한림읍 한림 해안로 474,
옹포항,126,33,,,제주특별자치도 제주시 한림읍 한림로 485,
협재항,126,33,,,제주특별자치도 제주시 한림읍 협재1길 47,
금능항,126,33,,,제주특별자치도 제주시 한림읍 금능9길 23,
